State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
GA Crisp County,13081,-83.753338,31.914753,"23,439",280.951
GA Dade County,13083,-85.506201,34.852424,"16,633",174.160
GA Dawson County,13085,-84.173284,34.442842,"22,330",214.409
GA Decatur County,13087,-84.577744,30.877961,"27,842",623.168
GA Dekalb County,13089,-84.226343,33.770661,"691,893",271.142
GA Dodge County,13091,-83.156818,32.160656,"21,796",503.114
GA Dooly County,13093,-83.807167,32.151995,"14,918",397.284
GA Dougherty County,13095,-84.214444,31.535068,"94,565",334.633
GA Douglas County,13097,-84.765944,33.699317,"132,403",201.026
GA Early County,13099,-84.906723,31.324191,"11,008",516.346
GA Echols County,13101,-82.836132,30.7085,"4,034",420.719
GA Effingham County,13103,-81.343337,32.361711,"52,250",482.931
GA Elbert County,13105,-82.842057,34.115017,"20,166",374.216
GA Emanuel County,13107,-82.299763,32.5911,"22,598",690.182
GA Evans County,13109,-81.887618,32.151902,"11,000",186.870
GA Fannin County,13111,-84.319287,34.863837,"23,682",391.960
GA Fayette County,13113,-84.493941,33.412717,"106,567",199.321
GA Floyd County,13115,-85.21373,34.263677,"96,317",518.466
GA Forsyth County,13117,-84.127336,34.225143,"175,511",247.166
GA Franklin County,13119,-83.227291,34.375155,"22,084",266.452
GA Fulton County,13121,-84.468182,33.790034,"920,581",534.325
GA Gilmer County,13123,-84.453984,34.690541,"28,292",431.246
GA Glascock County,13125,-82.606913,33.227491,"3,082",144.453
GA Glynn County,13127,-81.496517,31.212747,"79,626",585.248
GA Gordon County,13129,-84.873862,34.509667,"55,186",358.043
GA Grady County,13131,-84.244772,30.875863,"25,011",460.264
GA Greene County,13133,-83.167103,33.576836,"15,994",406.210
GA Gwinnett County,13135,-84.022938,33.959101,"805,321",436.775
GA Habersham County,13137,-83.526406,34.635108,"43,041",279.026
GA Hall County,13139,-83.818497,34.317588,"179,684",429.295
GA Hancock County,13141,-83.000465,33.26922,"9,429",478.681
GA Haralson County,13143,-85.220062,33.795165,"28,780",283.175
GA Harris County,13145,-84.912432,32.731549,"32,024",472.956
GA Hart County,13147,-82.96329,34.348733,"25,213",256.948
GA Heard County,13149,-85.139594,33.290968,"11,834",301.094
GA Henry County,13151,-84.15444,33.452881,"203,922",326.547
GA Houston County,13153,-83.662856,32.458381,"139,900",379.921
GA Irwin County,13155,-83.277037,31.604306,"9,538",362.763
GA Jackson County,13157,-83.565133,34.134157,"60,485",343.099
GA Jasper County,13159,-83.687892,33.314905,"13,900",373.465
GA Jeff Davis County,13161,-82.636825,31.811615,"15,068",335.398
GA Jefferson County,13163,-82.41905,33.051874,"16,930",529.667
GA Jenkins County,13165,-81.971524,32.794563,"8,340",352.473
GA Johnson County,13167,-82.661354,32.689831,"9,980",306.592
GA Jones County,13169,-83.562339,33.020226,"28,669",395.417
GA Lamar County,13171,-84.146721,33.07446,"18,317",185.834
GA Lanier County,13173,-83.063164,31.038197,"10,078",199.788
GA Laurens County,13175,-82.926317,32.39322,"48,434",818.471
GA Lee County,13177,-84.146681,31.818419,"28,298",361.733
GA Liberty County,13179,-81.457969,31.807245,"63,453",602.527
GA Lincoln County,13181,-82.448299,33.792151,"7,996",257.298
GA Long County,13183,-81.74287,31.749563,"14,464",403.813
GA Lowndes County,13185,-83.268967,30.83368,"109,233",510.575
GA Lumpkin County,13187,-83.998828,34.568149,"29,966",284.197
GA Mcduffie County,13189,-82.473188,33.482464,"21,875",266.388
GA Mcintosh County,13191,-81.370199,31.482978,"14,333",573.893
GA Macon County,13193,-84.052162,32.366216,"14,740",405.992
GA Madison County,13195,-83.203637,34.128486,"28,120",285.588
GA Marion County,13197,-84.529561,32.359538,"8,742",367.480
GA Meriwether County,13199,-84.663279,33.03022,"21,992",505.406
GA Miller County,13201,-84.730386,31.162908,"6,125",283.663
GA Mitchell County,13205,-84.192407,31.22894,"23,498",513.824
GA Monroe County,13207,-83.922938,33.017435,"26,424",397.811
GA Montgomery County,13209,-82.533349,32.172108,"9,123",244.692
GA Morgan County,13211,-83.492324,33.593732,"17,868",354.620
GA Murray County,13213,-84.73799,34.797097,"39,628",346.662
GA Muscogee County,13215,-84.874946,32.510197,"189,885",221.006
GA Newton County,13217,-83.855189,33.544046,"99,958",279.198
GA Oconee County,13219,-83.437728,33.834125,"32,808",186.372
GA Oglethorpe County,13221,-83.074081,33.866806,"14,899",442.039
GA Paulding County,13223,-84.866979,33.920903,"142,324",314.342
GA Peach County,13225,-83.831978,32.571324,"27,695",151.300
GA Pickens County,13227,-84.490256,34.456621,"29,431",232.712
GA Pierce County,13229,-82.210427,31.353988,"18,758",343.230
GA Pike County,13231,-84.386627,33.090769,"17,869",219.405
GA Polk County,13233,-85.186826,33.995961,"41,475",312.140
GA Pulaski County,13235,-83.481855,32.238794,"12,010",251.207
GA Putnam County,13237,-83.37179,33.321061,"21,218",360.687
GA Quitman County,13239,-85.009317,31.861487,"2,513",160.565
GA Rabun County,13241,-83.404735,34.883026,"16,276",376.883
GA Randolph County,13243,-84.752311,31.762651,"7,719",430.873
GA Richmond County,13245,-82.074998,33.361487,"200,549",328.591
GA Rockdale County,13247,-84.02637,33.652081,"85,215",132.098
GA Schley County,13249,-84.322724,32.263441,"5,010",167.824
GA Screven County,13251,-81.617585,32.744751,"14,593",655.869
GA Seminole County,13253,-84.867592,30.933894,"8,729",256.556
GA Spalding County,13255,-84.286067,33.262389,"64,073",199.591
GA Stephens County,13257,-83.290216,34.552914,"26,175",184.197
GA Stewart County,13259,-84.834912,32.073225,"6,058",463.612
GA Sumter County,13261,-84.204283,32.042203,"32,819",492.654
GA Talbot County,13263,-84.530029,32.704603,"6,865",394.762
GA Taliaferro County,13265,-82.875208,33.559314,"1,717",195.348
GA Tattnall County,13267,-82.059208,32.043768,"25,520",488.349
GA Taylor County,13269,-84.251426,32.554667,"8,906",379.699
GA Telfair County,13271,-82.931062,31.913639,"16,500",444.008
GA Terrell County,13273,-84.439446,31.777191,"9,315",337.703
GA Thomas County,13275,-83.919783,30.864616,"44,720",552.219
GA Tift County,13277,-83.525931,31.457003,"40,118",268.790
GA Toombs County,13279,-82.332071,32.126698,"27,223",370.993
GA Towns County,13281,-83.732158,34.90265,"10,471",171.983
GA Treutlen County,13283,-82.570882,32.409586,"6,885",202.450
GA Troup County,13285,-85.02836,33.034482,"67,044",445.962
GA Turner County,13287,-83.628567,31.718232,"8,930",289.980
GA Twiggs County,13289,-83.425879,32.665847,"9,023",362.634
GA Union County,13291,-83.989573,34.83377,"21,356",329.004
GA Upson County,13293,-84.292281,32.881837,"27,153",327.554
GA Walker County,13295,-85.305385,34.735827,"68,756",447.025
GA Walton County,13297,-83.734215,33.782649,"83,768",330.000
GA Ware County,13299,-82.421507,31.050881,"36,312",907.988
GA Warren County,13301,-82.688012,33.419169,"5,834",286.688
GA Washington County,13303,-82.798112,32.971848,"21,187",684.356
GA Wayne County,13305,-81.912376,31.547845,"30,099",648.796
GA Webster County,13307,-84.553218,32.046554,"2,799",210.263
GA Wheeler County,13309,-82.738701,32.109276,"7,421",300.268
GA White County,13311,-83.743713,34.643677,"27,144",242.207
GA Whitfield County,13313,-84.968541,34.801726,"102,599",291.055
GA Wilcox County,13315,-83.438262,31.962717,"9,255",382.124
GA Wilkes County,13317,-82.747922,33.77904,"10,593",474.094
GA Wilkinson County,13319,-83.175587,32.804321,"9,563",451.950
GA Worth County,13321,-83.84996,31.551773,"21,679",574.755
HI HawaiʻI County,15001,-155.502443,19.597764,"185,079","5,086.133"
HI Honolulu County,15003,-158.201976,21.461364,"953,207","2,128.071"
HI Kalawao [8] County,15005,-156.97401,21.218764,90,52.829
HI KauaʻI County,15007,-159.705965,22.012038,"67,091","1,266.359"
HI Maui County,15009,-156.60155,20.855931,"154,834","2,398.329"
ID Ada County,16001,-116.244456,43.447861,"392,365","1,060.462"
ID Adams County,16003,-116.431873,44.884583,"3,976","1,369.771"
ID Bannock County,16005,-112.228986,42.692939,"82,839","1,147.432"
ID Bear Lake County,16007,-111.327445,42.285833,"5,986","1,049.408"
ID Benewah County,16009,-116.633541,47.218451,"9,285",783.948
ID Bingham County,16011,-112.399206,43.216357,"45,607","2,120.406"
ID Blaine County,16013,-113.95529,43.394482,"21,376","2,660.706"
ID Boise County,16015,-115.715111,43.987275,"7,028","1,906.686"
ID Bonner County,16017,-116.59694,48.312512,"40,877","1,919.499"
ID Bonneville County,16019,-111.621878,43.395171,"104,234","1,900.636"
ID Boundary County,16021,-116.524619,48.773065,"10,972","1,277.858"
ID Butte County,16023,-113.177627,43.6851,"2,891","2,233.697"
ID Camas County,16025,-114.804427,43.463396,"1,117","1,078.947"
ID Canyon County,16027,-116.708527,43.623051,"188,923",603.548
ID Caribou County,16029,-111.544172,42.786273,"6,963","1,798.575"
ID Cassia County,16031,-113.605498,42.288635,"22,952","2,580.282"
ID Clark County,16033,-112.36112,44.286251,982,"1,765.141"
ID Clearwater County,16035,-115.6535,46.67257,"8,761","2,487.986"
ID Custer County,16037,-114.252251,44.273341,"4,368","4,937.306"
ID Elmore County,16039,-115.470751,43.394826,"27,038","3,100.755"
ID Franklin County,16041,-111.822955,42.173589,"12,786",668.344
ID Fremont County,16043,-111.484429,44.218091,"13,242","1,895.684"
ID Gem County,16045,-116.398784,44.061473,"16,719",565.705
ID Gooding County,16047,-114.82142,42.973185,"15,464",733.718
ID Idaho County,16049,-115.467376,45.849237,"16,267","8,503.350"
ID Jefferson County,16051,-112.318588,43.796965,"26,140","1,105.574"
ID Jerome County,16053,-114.263009,42.691172,"22,374",602.152
ID Kootenai County,16055,-116.694918,47.677113,"138,494","1,315.623"
ID Latah County,16057,-116.730974,46.81892,"37,244","1,076.912"
ID Lemhi County,16059,-113.887841,44.928789,"7,936","4,568.752"
ID Lewis County,16061,-116.42376,46.236328,"3,821",479.739
ID Lincoln County,16063,-114.153899,42.986181,"5,208","1,205.887"
ID Madison County,16065,-111.65655,43.789709,"37,536",473.226
ID Minidoka County,16067,-113.64001,42.856937,"20,069",762.927
ID Nez Perce County,16069,-116.760903,46.333766,"39,265",856.282
ID Oneida County,16071,-112.520465,42.18389,"4,286","1,201.604"
ID Owyhee County,16073,-116.142655,42.593063,"11,526","7,696.982"
ID Payette County,16075,-116.748655,44.00274,"22,623",410.275
ID Power County,16077,-112.844407,42.694126,"7,817","1,442.666"
ID Shoshone County,16079,-115.885092,47.347694,"12,765","2,635.123"
ID Teton County,16081,-111.211765,43.760994,"10,170",450.560
ID Twin Falls County,16083,-114.665639,42.352309,"77,230","1,928.324"
ID Valley County,16085,-115.637875,44.771532,"9,862","3,732.961"
ID Washington County,16087,-116.79783,44.448213,"10,198","1,473.528"
IL Adams County,17001,-91.194961,39.986053,"67,103",871.338
IL Alexander County,17003,-89.349506,37.183683,"8,238",252.601
IL Bond County,17005,-89.436592,38.885924,"17,768",382.760
IL Boone County,17007,-88.824295,42.318983,"54,165",282.024
IL Brown County,17009,-90.75031,39.962069,"6,937",307.205
IL Bureau County,17011,-89.528377,41.401304,"34,978",873.503
IL Calhoun County,17013,-90.666295,39.164262,"5,089",283.577
IL Carroll County,17015,-89.926485,42.059084,"15,387",466.360
IL Cass County,17017,-90.245705,39.969202,"13,642",383.765
IL Champaign County,17019,-88.197201,40.13915,"201,081",998.393
IL Christian County,17021,-89.279593,39.545524,"34,800",715.640
IL Clark County,17023,-87.791687,39.332364,"16,335",504.818
IL Clay County,17025,-88.483789,38.747312,"13,815",469.592
IL Clinton County,17027,-89.423136,38.606423,"37,762",503.271
IL Coles County,17029,-88.220782,39.51368,"53,873",510.077
IL Cook County,17031,-87.645455,41.894294,"5,194,675","1,634.859"
IL Crawford County,17033,-87.757172,39.00373,"19,817",445.818
IL Cumberland County,17035,-88.240619,39.273121,"11,048",347.003
IL Dekalb County,17037,-88.768991,41.894613,"105,160",634.660
IL De Witt County,17039,-88.901853,40.181499,"16,561",405.084
IL Douglas County,17041,-88.222866,39.766078,"19,980",417.224
IL Dupage County,17043,-88.086038,41.852058,"916,924",336.412
IL Edgar County,17045,-87.74711,39.679037,"18,576",623.996
IL Edwards County,17047,-88.047941,38.417095,"6,721",222.721
IL Effingham County,17049,-88.592786,39.047694,"34,242",480.006
IL Fayette County,17051,-89.017923,39.001125,"22,140",725.343
IL Ford County,17053,-88.224746,40.594423,"14,081",486.242
IL Franklin County,17055,-88.926246,37.991848,"39,561",431.444
IL Fulton County,17057,-90.206793,40.465688,"37,069",882.574
IL Gallatin County,17059,-88.227964,37.768677,"5,589",328.182
IL Greene County,17061,-90.387757,39.355444,"13,886",546.272
IL Grundy County,17063,-88.401055,41.29241,"50,063",430.447
IL Hamilton County,17065,-88.539005,38.085226,"8,457",435.891
IL Hancock County,17067,-91.167988,40.405792,"19,104",814.396
IL Hardin County,17069,-88.266148,37.517852,"4,320",181.579
IL Henderson County,17071,-90.93848,40.815141,"7,331",395.220
IL Henry County,17073,-90.130838,41.350021,"50,486",825.643
IL Iroquois County,17075,-87.833601,40.748867,"29,718","1,118.927"
IL Jackson County,17077,-89.381212,37.786096,"60,218",602.379
IL Jasper County,17079,-88.150763,39.004874,"9,698",498.120
IL Jefferson County,17081,-88.92421,38.30078,"38,827",583.784
IL Jersey County,17083,-90.361365,39.080192,"22,985",377.128
IL Jo Daviess County,17085,-90.211471,42.362391,"22,678",618.728
IL Johnson County,17087,-88.882962,37.460815,"12,582",348.864
IL Kane County,17089,-88.42804,41.939594,"515,269",524.201
IL Kankakee County,17091,-87.861125,41.139494,"113,449",681.364
IL Kendall County,17093,-88.430626,41.58814,"114,736",322.320
IL Knox County,17095,-90.213761,40.930941,"52,919",719.812
IL Lake County,17097,-87.436118,42.326444,"703,462","1,368.479"
IL La Salle County,17099,-88.885931,41.343341,"113,924","1,148.136"
IL Lawrence County,17101,-87.730221,38.718954,"16,833",374.139
IL Lee County,17103,-89.299351,41.747442,"36,031",728.953
IL Livingston County,17105,-88.552852,40.894376,"38,950","1,045.927"
IL Logan County,17107,-89.365308,40.12907,"30,305",618.927
IL Mcdonough County,17109,-90.677579,40.455789,"32,612",590.184
IL Mchenry County,17111,-88.452245,42.324298,"308,760",610.813
IL Mclean County,17113,-88.844539,40.494559,"169,572","1,186.270"
IL Macon County,17115,-88.961529,39.860237,"110,768",585.865
IL Macoupin County,17117,-89.926344,39.2659,"47,765",867.650
IL Madison County,17119,-89.900195,38.827082,"269,282",740.562
IL Marion County,17121,-88.920221,38.648396,"39,437",576.036
IL Marshall County,17123,-89.342371,41.031119,"12,640",398.514
IL Mason County,17125,-89.913575,40.236993,"14,666",563.464
IL Massac County,17127,-88.705658,37.216119,"15,429",241.814
IL Menard County,17129,-89.794133,40.022569,"12,705",315.457
IL Mercer County,17131,-90.741433,41.204791,"16,434",568.694
IL Monroe County,17133,-90.179078,38.277983,"32,957",398.036
IL Montgomery County,17135,-89.478007,39.228092,"30,104",709.677
IL Morgan County,17137,-90.202277,39.716806,"35,547",572.297
IL Moultrie County,17139,-88.625726,39.636896,"14,846",344.477
IL Ogle County,17141,-89.320176,42.041884,"53,497",762.985
IL Peoria County,17143,-89.767358,40.785999,"186,494",630.599
IL Perry County,17145,-89.368487,38.084385,"22,350",446.953
IL Piatt County,17147,-88.592328,40.009056,"16,729",439.462
IL Pike County,17149,-90.889034,39.625106,"16,430",848.884
IL Pope County,17151,-88.542374,37.417169,"4,470",374.302
IL Pulaski County,17153,-89.127755,37.215615,"6,161",203.229
IL Putnam County,17155,-89.298386,41.19894,"6,006",172.224
IL Randolph County,17157,-89.82121,38.056515,"33,476",597.205
IL Richland County,17159,-88.085698,38.71155,"16,233",361.896
IL Rock Island County,17161,-90.572203,41.468404,"147,546",451.288
IL Saint Clair County,17163,-89.928546,38.470198,"270,056",674.033
IL Saline County,17165,-88.545031,37.751653,"24,913",386.780
IL Sangamon County,17167,-89.662311,39.756378,"197,465",877.019
IL Schuyler County,17169,-90.613464,40.156905,"7,544",441.332
IL Scott County,17171,-90.477759,39.63698,"5,355",252.771
IL Shelby County,17173,-88.798862,39.384926,"22,363",768.070
IL Stark County,17175,-89.797411,41.096908,"5,994",288.353
IL Stephenson County,17177,-89.665994,42.349726,"47,711",565.058
IL Tazewell County,17179,-89.51626,40.508074,"135,394",657.936
IL Union County,17181,-89.252875,37.475104,"17,808",422.148
IL Vermilion County,17183,-87.726772,40.18674,"81,625",901.277
IL Wabash County,17185,-87.839167,38.445821,"11,947",227.506
IL Warren County,17187,-90.620223,40.850441,"17,707",543.051
IL Washington County,17189,-89.417187,38.353141,"14,716",563.906
IL Wayne County,17191,-88.432129,38.431948,"16,760",715.486
IL White County,17193,-88.178585,38.087372,"14,665",501.861
IL Whiteside County,17195,-89.910957,41.750571,"58,498",696.527
IL Will County,17197,-87.978456,41.448474,"677,560",849.226
IL Williamson County,17199,-88.930018,37.730353,"66,357",444.352
IL Winnebago County,17201,-89.161205,42.337396,"295,266",519.250
IL Woodford County,17203,-89.210301,40.789596,"38,664",542.642
IN Adams County,18001,-84.936131,40.745733,"34,387",339.966
IN Allen County,18003,-85.07223,41.091855,"355,329",660.022
IN Bartholomew County,18005,-85.897999,39.205843,"76,794",409.525
IN Benton County,18007,-87.315479,40.608253,"8,854",406.509
IN Blackford County,18009,-85.32373,40.472672,"12,766",165.583
IN Boone County,18011,-86.469014,40.050892,"56,640",423.252
IN Brown County,18013,-86.23941,39.192585,"15,242",316.631
IN Carroll County,18015,-86.565141,40.58498,"20,155",375.019
IN Cass County,18017,-86.355169,40.753799,"38,966",414.848
IN Clark County,18019,-85.711122,38.476217,"110,232",376.451
IN Clay County,18021,-87.115837,39.393951,"26,890",360.322
IN Clinton County,18023,-86.477567,40.305944,"33,224",405.248
IN Crawford County,18025,-86.440871,38.289433,"10,713",308.719
IN Daviess County,18027,-87.076988,38.696155,"31,648",436.874
IN Dearborn County,18029,-84.97346,39.151491,"50,047",307.416
IN Decatur County,18031,-85.499831,39.30598,"25,740",373.323
